sample_id,table,symbol,file,line,extracted_fact,is_correct,corrected_fact,error_type,notes
c_functions-018,c_functions,bdev_nr_sectors,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h,835,"{""c_symbol"": ""bdev_nr_sectors"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h"", ""line"": 835, ""params"": ""[\""struct block_device *bdev\""]"", ""return_type"": ""static inline sector_t"", ""version_id"": ""v6.19""}",true,,,
c_functions-019,c_functions,usb_autopm_put_interface_async,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/usb.h,839,"{""c_symbol"": ""usb_autopm_put_interface_async"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/usb.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/usb.h"", ""line"": 839, ""params"": ""[\""struct usb_interface *intf\""]"", ""return_type"": ""static inline void"", ""version_id"": ""v7.0""}",true,,,
c_functions-020,c_functions,security_fs_context_dup,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/security.h,753,"{""c_symbol"": ""security_fs_context_dup"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/security.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/security.h"", ""line"": 753, ""params"": ""[\""struct fs_context *fc\"", \""struct fs_context *src_fc\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.19""}",true,,,
c_functions-021,c_functions,bd_abort_claiming,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h,1773,"{""c_symbol"": ""bd_abort_claiming"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/blkdev.h"", ""line"": 1773, ""params"": ""[\""struct block_device *bdev\"", \""void *holder\""]"", ""return_type"": ""void"", ""version_id"": ""v6.19""}",true,,,
c_functions-022,c_functions,pci_resource_to_user,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/pci.h,2172,"{""c_symbol"": ""pci_resource_to_user"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/pci.h"", ""line"": 2172, ""params"": ""[\""const struct pci_dev *dev\"", \""int bar\"", \""const struct resource *rsrc\"", \""resource_size_t *start\"", \""resource_size_t *end\""]"", ""return_type"": ""void"", ""version_id"": ""v6.15""}",true,,,
c_functions-023,c_functions,dma_coherent_ok,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/dma-mapping.h,602,"{""c_symbol"": ""dma_coherent_ok"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/dma-mapping.h"", ""line"": 602, ""params"": ""[\""struct device *dev\"", \""phys_addr_t phys\"", \""size_t size\""]"", ""return_type"": ""bool"", ""version_id"": ""v7.0""}",true,,,
c_functions-024,c_functions,bio_submit_split_bioset,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/blkdev.h,1021,"{""c_symbol"": ""bio_submit_split_bioset"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/blkdev.h"", ""line"": 1021, ""params"": ""[\""struct bio *bio\"", \""unsigned int split_sectors\"", \""struct bio_set *bs\""]"", ""return_type"": ""struct bio *"", ""version_id"": ""v7.0""}",true,,,
c_functions-025,c_functions,folio_mk_pmd,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/mm.h,2085,"{""c_symbol"": ""folio_mk_pmd"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/mm.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.19/include/linux/mm.h"", ""line"": 2085, ""params"": ""[\""const struct folio *folio\"", \""pgprot_t pgprot\""]"", ""return_type"": ""static inline pmd_t"", ""version_id"": ""v6.19""}",true,,,
c_functions-026,c_functions,pci_set_cacheline_size,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pci.h,1441,"{""c_symbol"": ""pci_set_cacheline_size"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/pci.h"", ""line"": 1441, ""params"": ""[\""struct pci_dev *dev\""]"", ""return_type"": ""int"", ""version_id"": ""v7.0""}",true,,,
c_functions-027,c_functions,security_perf_event_alloc,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/security.h,2343,"{""c_symbol"": ""security_perf_event_alloc"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/security.h"", ""line"": 2343, ""params"": ""[\""struct perf_event *event\""]"", ""return_type"": ""extern int"", ""version_id"": ""v6.17""}",true,,,
c_functions-028,c_functions,kfree_sensitive,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/slab.h,515,"{""c_symbol"": ""kfree_sensitive"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/slab.h"", ""line"": 515, ""params"": ""[\""const void *objp\""]"", ""return_type"": ""void"", ""version_id"": ""v7.0""}",true,,,
c_functions-029,c_functions,pci_device_to_OF_node,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/pci.h,2678,"{""c_symbol"": ""pci_device_to_OF_node"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/pci.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/pci.h"", ""line"": 2678, ""params"": ""[\""const struct pci_dev *pdev\""]"", ""return_type"": ""static inline struct device_node *"", ""version_id"": ""v6.17""}",true,,,
c_functions-030,c_functions,need_resched,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/sched.h,2147,"{""c_symbol"": ""need_resched"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/sched.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/sched.h"", ""line"": 2147, ""params"": ""[]"", ""return_type"": ""static __always_inline bool"", ""version_id"": ""v6.14""}",true,,,
c_functions-031,c_functions,refcount_set,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/refcount.h,132,"{""c_symbol"": ""refcount_set"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/refcount.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/refcount.h"", ""line"": 132, ""params"": ""[\""refcount_t *r\"", \""int n\""]"", ""return_type"": ""static inline void"", ""version_id"": ""v6.17""}",true,,,
c_functions-032,c_functions,free_anon_bdev,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/fs.h,2669,"{""c_symbol"": ""free_anon_bdev"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/fs.h"", ""line"": 2669, ""params"": ""[\""dev_t\""]"", ""return_type"": ""void"", ""version_id"": ""v6.15""}",true,,,
c_functions-033,c_functions,__dev_fwnode,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/property.h,34,"{""c_symbol"": ""__dev_fwnode"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/property.h"", ""line"": 34, ""params"": ""[\""struct device *dev\""]"", ""return_type"": ""struct fwnode_handle *"", ""version_id"": ""v7.0""}",true,,,
c_functions-034,c_functions,security_xfrm_policy_alloc,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/security.h,1966,"{""c_symbol"": ""security_xfrm_policy_alloc"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/security.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/linux/security.h"", ""line"": 1966, ""params"": ""[\""struct xfrm_sec_ctx **ctxp\"", \""struct xfrm_user_sec_ctx *sec_ctx\"", \""gfp_t gfp\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.16""}",true,,,
c_functions-035,c_functions,get_page,/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/mm.h,1782,"{""c_symbol"": ""get_page"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/mm.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v7.0/include/linux/mm.h"", ""line"": 1782, ""params"": ""[\""struct page *page\""]"", ""return_type"": ""static inline void"", ""version_id"": ""v7.0""}",true,,,
c_functions-036,c_functions,genphy_c45_ethtool_set_eee,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/phy.h,1982,"{""c_symbol"": ""genphy_c45_ethtool_set_eee"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/phy.h"", ""line"": 1982, ""params"": ""[\""struct phy_device *phydev\"", \""struct ethtool_keee *data\""]"", ""return_type"": ""int"", ""version_id"": ""v6.15""}",true,,,
c_functions-037,c_functions,bdev_limits,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/blkdev.h,1181,"{""c_symbol"": ""bdev_limits"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/blkdev.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/blkdev.h"", ""line"": 1181, ""params"": ""[\""struct block_device *bdev\""]"", ""return_type"": ""static inline struct queue_limits *"", ""version_id"": ""v6.14""}",true,,,
c_functions-038,c_functions,xas_find_chunk,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/xarray.h,1742,"{""c_symbol"": ""xas_find_chunk"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/xarray.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/xarray.h"", ""line"": 1742, ""params"": ""[\""struct xa_state *xas\"", \""bool advance\"", \""xa_mark_t mark\""]"", ""return_type"": ""static inline unsigned int"", ""version_id"": ""v6.17""}",true,,,
c_functions-039,c_functions,relax_compatible_cpus_allowed_ptr,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.8/include/linux/sched.h,1766,"{""c_symbol"": ""relax_compatible_cpus_allowed_ptr"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.8/include/linux/sched.h"", ""line"": 1766, ""params"": ""[\""struct task_struct *p\""]"", ""return_type"": ""extern void"", ""version_id"": ""v6.8""}",true,,,
c_functions-040,c_functions,make_empty_dir_inode,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h,3276,"{""c_symbol"": ""make_empty_dir_inode"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h"", ""line"": 3276, ""params"": ""[\""struct inode *inode\""]"", ""return_type"": ""extern void"", ""version_id"": ""HEAD_6d35786de281""}",true,,,
c_functions-041,c_functions,apply_workqueue_attrs,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/workqueue.h,582,"{""c_symbol"": ""apply_workqueue_attrs"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.15/include/linux/workqueue.h"", ""line"": 582, ""params"": ""[\""struct workqueue_struct *wq\"", \""const struct workqueue_attrs *attrs\""]"", ""return_type"": ""int"", ""version_id"": ""v6.15""}",true,,,
c_functions-042,c_functions,ethtool_convert_link_mode_to_legacy_u32,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/ethtool.h,363,"{""c_symbol"": ""ethtool_convert_link_mode_to_legacy_u32"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/ethtool.h"", ""line"": 363, ""params"": ""[\""u32 *legacy_u32\"", \""const unsigned long *src\""]"", ""return_type"": ""bool"", ""version_id"": ""HEAD_6d35786de281""}",true,,,
c_functions-043,c_functions,genphy_handle_interrupt_no_ack,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/phy.h,1962,"{""c_symbol"": ""genphy_handle_interrupt_no_ack"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/phy.h"", ""line"": 1962, ""params"": ""[\""struct phy_device *phydev\""]"", ""return_type"": ""irqreturn_t"", ""version_id"": ""v6.18""}",true,,,
c_functions-044,c_functions,security_ptrace_traceme,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/security.h,340,"{""c_symbol"": ""security_ptrace_traceme"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/security.h"", ""line"": 340, ""params"": ""[\""struct task_struct *parent\""]"", ""return_type"": ""int"", ""version_id"": ""v6.17""}",true,,,
c_functions-045,c_functions,drm_print_memory_stats,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/drm/drm_file.h,509,"{""c_symbol"": ""drm_print_memory_stats"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.16/include/drm/drm_file.h"", ""line"": 509, ""params"": ""[\""struct drm_printer *p\"", \""const struct drm_memory_stats *stats\"", \""enum drm_gem_object_status supported_status\"", \""const char *region\""]"", ""return_type"": ""void"", ""version_id"": ""v6.16""}",true,,,
c_functions-046,c_functions,generic_fill_statx_attr,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h,3179,"{""c_symbol"": ""generic_fill_statx_attr"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h"", ""line"": 3179, ""params"": ""[\""struct inode *inode\"", \""struct kstat *stat\""]"", ""return_type"": ""void"", ""version_id"": ""HEAD_6d35786de281""}",true,,,
c_functions-047,c_functions,security_binder_transaction,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/security.h,643,"{""c_symbol"": ""security_binder_transaction"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/security.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.18/include/linux/security.h"", ""line"": 643, ""params"": ""[\""const struct cred *from\"", \""const struct cred *to\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.18""}",true,,,
c_functions-048,c_functions,acpi_register_lps0_dev,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/acpi.h,1186,"{""c_symbol"": ""acpi_register_lps0_dev"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/acpi.h"", ""line"": 1186, ""params"": ""[\""struct acpi_s2idle_dev_ops *arg\""]"", ""return_type"": ""int"", ""version_id"": ""HEAD_6d35786de281""}",true,,,
c_functions-049,c_functions,__phy_set_bits_mmd,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/phy.h,1593,"{""c_symbol"": ""__phy_set_bits_mmd"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/phy.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.14/include/linux/phy.h"", ""line"": 1593, ""params"": ""[\""struct phy_device *phydev\"", \""int devad\"", \""u32 regnum\"", \""u16 val\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.14""}",true,,,
c_functions-050,c_functions,kmem_dump_obj,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.8/include/linux/slab.h,250,"{""c_symbol"": ""kmem_dump_obj"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.8/include/linux/slab.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.8/include/linux/slab.h"", ""line"": 250, ""params"": ""[\""void *object\""]"", ""return_type"": ""static inline bool"", ""version_id"": ""v6.8""}",true,,,
c_functions-051,c_functions,security_bprm_creds_from_file,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.13/include/linux/security.h,716,"{""c_symbol"": ""security_bprm_creds_from_file"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.13/include/linux/security.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.13/include/linux/security.h"", ""line"": 716, ""params"": ""[\""struct linux_binprm *bprm\"", \""const struct file *file\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.13""}",true,,,
c_functions-052,c_functions,prepare_to_wait,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.5/include/linux/wait.h,1193,"{""c_symbol"": ""prepare_to_wait"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.5/include/linux/wait.h"", ""line"": 1193, ""params"": ""[\""struct wait_queue_head *wq_head\"", \""struct wait_queue_entry *wq_entry\"", \""int state\""]"", ""return_type"": ""void"", ""version_id"": ""v6.5""}",true,,,
c_functions-053,c_functions,clear_nlink,/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h,2243,"{""c_symbol"": ""clear_nlink"", ""definition_file"": """", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/HEAD_6d35786de281/include/linux/fs.h"", ""line"": 2243, ""params"": ""[\""struct inode *inode\""]"", ""return_type"": ""extern void"", ""version_id"": ""HEAD_6d35786de281""}",true,,,
c_functions-054,c_functions,find_acpi_cpu_topology_hetero_id,/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/acpi.h,1561,"{""c_symbol"": ""find_acpi_cpu_topology_hetero_id"", ""definition_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/acpi.h"", ""header_file"": ""/home/nya/workspace/bind-drift/.binddrift/worktrees/v6.17/include/linux/acpi.h"", ""line"": 1561, ""params"": ""[\""unsigned int cpu\""]"", ""return_type"": ""static inline int"", ""version_id"": ""v6.17""}",true,,,
