gold_id,extractor_name,gold_kind,source_table,version,audit_pair_id,file,line,symbol,expected_present,expected_fact,match_key,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes
c_struct_fields-0177,c_struct_fields,struct_field,c_structs,v6.7,latest-p006-v6.6-to-v6.7,.binddrift/worktrees/v6.7/include/linux/sched.h,509,sched_statistics.nr_failed_migrations_affine,true,"{""file"": "".binddrift/worktrees/v6.7/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""509"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""sched_statistics"", ""field_name"": ""nr_failed_migrations_affine"", ""field_type"": ""u64"", ""header_file"": "".binddrift/worktrees/v6.7/include/linux/sched.h"", ""line"": 509}, ""source_table"": ""c_structs"", ""symbol"": ""sched_statistics.nr_failed_migrations_affine"", ""version"": ""v6.7""}",a2e6a9383a0b31ed6aad7fdf82d62aacfc3277e4100e5ffc7f8a77a580424fdb,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0178,c_struct_fields,struct_field,c_structs,v6.8,latest-p007-v6.7-to-v6.8,.binddrift/worktrees/v6.8/include/linux/sched.h,748,task_struct.pending,true,"{""file"": "".binddrift/worktrees/v6.8/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""748"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""task_struct"", ""field_name"": ""pending"", ""field_type"": ""struct sigpending"", ""header_file"": "".binddrift/worktrees/v6.8/include/linux/sched.h"", ""line"": 748}, ""source_table"": ""c_structs"", ""symbol"": ""task_struct.pending"", ""version"": ""v6.8""}",334050f9b80638953114ddf2bd0a1655fc94b894c6485b7d25c99a72f0037897,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0179,c_struct_fields,struct_field,c_structs,v6.9,latest-p008-v6.8-to-v6.9,.binddrift/worktrees/v6.9/include/linux/phy.h,914,phy_driver.phy_id_mask,true,"{""file"": "".binddrift/worktrees/v6.9/include/linux/phy.h"", ""gold_kind"": ""struct_field"", ""line"": ""914"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""phy_driver"", ""field_name"": ""phy_id_mask"", ""field_type"": ""u32"", ""header_file"": "".binddrift/worktrees/v6.9/include/linux/phy.h"", ""line"": 914}, ""source_table"": ""c_structs"", ""symbol"": ""phy_driver.phy_id_mask"", ""version"": ""v6.9""}",a3aebdfe4f1e0eb71bbe393296461c5712a10fe1ea7ad4646a58a7bc142968de,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0180,c_struct_fields,struct_field,c_structs,v7.0,latest-p019-v6.19-to-v7.0,.binddrift/worktrees/v7.0/include/linux/blk_types.h,41,block_device.bd_holder_lock,true,"{""file"": "".binddrift/worktrees/v7.0/include/linux/blk_types.h"", ""gold_kind"": ""struct_field"", ""line"": ""41"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""block_device"", ""field_name"": ""bd_holder_lock"", ""field_type"": ""struct mutex"", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/blk_types.h"", ""line"": 41}, ""source_table"": ""c_structs"", ""symbol"": ""block_device.bd_holder_lock"", ""version"": ""v7.0""}",b5c02dfb64c2797335243e02b4a580594f843bb0b804416672036b6fbd7f3865,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0181,c_struct_fields,struct_field,c_structs,HEAD_9207d47f966b,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/blkdev.h,376,queue_limits.max_active_zones,true,"{""file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/blkdev.h"", ""gold_kind"": ""struct_field"", ""line"": ""376"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""queue_limits"", ""field_name"": ""max_active_zones"", ""field_type"": ""unsigned int"", ""header_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/blkdev.h"", ""line"": 376}, ""source_table"": ""c_structs"", ""symbol"": ""queue_limits.max_active_zones"", ""version"": ""HEAD_9207d47f966b""}",753053f2fd78cc800f1ced6da9404634bdf638e7657ecafb7e7f2ea1cfcdb846,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0182,c_struct_fields,struct_field,c_structs,v6.10,latest-p009-v6.9-to-v6.10,.binddrift/worktrees/v6.10/include/kunit/test.h,242,kunit_suite.name,true,"{""file"": "".binddrift/worktrees/v6.10/include/kunit/test.h"", ""gold_kind"": ""struct_field"", ""line"": ""242"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""kunit_suite"", ""field_name"": ""name"", ""field_type"": ""const char"", ""header_file"": "".binddrift/worktrees/v6.10/include/kunit/test.h"", ""line"": 242}, ""source_table"": ""c_structs"", ""symbol"": ""kunit_suite.name"", ""version"": ""v6.10""}",f306b9c5afb271b64199ff6c5e7b8cc34a7a61367106c706b831ccb8cdd44dd9,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0183,c_struct_fields,struct_field,c_structs,v6.11,latest-p010-v6.10-to-v6.11,.binddrift/worktrees/v6.11/include/linux/blkdev.h,141,gendisk.last_zone_capacity,true,"{""file"": "".binddrift/worktrees/v6.11/include/linux/blkdev.h"", ""gold_kind"": ""struct_field"", ""line"": ""141"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""gendisk"", ""field_name"": ""last_zone_capacity"", ""field_type"": ""unsigned int"", ""header_file"": "".binddrift/worktrees/v6.11/include/linux/blkdev.h"", ""line"": 141}, ""source_table"": ""c_structs"", ""symbol"": ""gendisk.last_zone_capacity"", ""version"": ""v6.11""}",e5c35116e06e4823f864c27b56550142c649842253a8920387b78e4ad3f7c9e2,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0184,c_struct_fields,struct_field,c_structs,v6.12,latest-p011-v6.11-to-v6.12,.binddrift/worktrees/v6.12/include/linux/blk-mq.h,312,blk_mq_hw_ctx.nr_active,true,"{""file"": "".binddrift/worktrees/v6.12/include/linux/blk-mq.h"", ""gold_kind"": ""struct_field"", ""line"": ""312"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""blk_mq_hw_ctx"", ""field_name"": ""nr_active"", ""field_type"": ""atomic_t"", ""header_file"": "".binddrift/worktrees/v6.12/include/linux/blk-mq.h"", ""line"": 312}, ""source_table"": ""c_structs"", ""symbol"": ""blk_mq_hw_ctx.nr_active"", ""version"": ""v6.12""}",40859e023609e778a3c118237631544b468f6dd20655f7fac2fd956cc33ab506,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0185,c_struct_fields,struct_field,c_structs,v6.13,latest-p012-v6.12-to-v6.13,.binddrift/worktrees/v6.13/include/linux/fs.h,635,inode.i_nlink,true,"{""file"": "".binddrift/worktrees/v6.13/include/linux/fs.h"", ""gold_kind"": ""struct_field"", ""line"": ""635"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""inode"", ""field_name"": ""i_nlink"", ""field_type"": ""const unsigned int"", ""header_file"": "".binddrift/worktrees/v6.13/include/linux/fs.h"", ""line"": 635}, ""source_table"": ""c_structs"", ""symbol"": ""inode.i_nlink"", ""version"": ""v6.13""}",4f4cce3b374f9d97c0250fb4e3afdc447722f101f2e0b7a826b693ddf71b5ca2,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0186,c_struct_fields,struct_field,c_structs,v6.14,latest-p013-v6.13-to-v6.14,.binddrift/worktrees/v6.14/include/linux/blk_types.h,41,block_device.bd_dev,true,"{""file"": "".binddrift/worktrees/v6.14/include/linux/blk_types.h"", ""gold_kind"": ""struct_field"", ""line"": ""41"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""block_device"", ""field_name"": ""bd_dev"", ""field_type"": ""dev_t"", ""header_file"": "".binddrift/worktrees/v6.14/include/linux/blk_types.h"", ""line"": 41}, ""source_table"": ""c_structs"", ""symbol"": ""block_device.bd_dev"", ""version"": ""v6.14""}",077e0ed51eeba2b9eae246e0418042d06246d9fad1b12b5bf72d913e286a7f0c,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0187,c_struct_fields,struct_field,c_structs,v6.15,latest-p014-v6.14-to-v6.15,.binddrift/worktrees/v6.15/include/linux/blk_types.h,492,blk_rq_stat.max,true,"{""file"": "".binddrift/worktrees/v6.15/include/linux/blk_types.h"", ""gold_kind"": ""struct_field"", ""line"": ""492"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""blk_rq_stat"", ""field_name"": ""max"", ""field_type"": ""u64"", ""header_file"": "".binddrift/worktrees/v6.15/include/linux/blk_types.h"", ""line"": 492}, ""source_table"": ""c_structs"", ""symbol"": ""blk_rq_stat.max"", ""version"": ""v6.15""}",84f0cf7609e74bcc4753616602d2b4d78188f163d5fe4974564f21e1b52d6e68,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0188,c_struct_fields,struct_field,c_structs,v6.16,latest-p015-v6.15-to-v6.16,.binddrift/worktrees/v6.16/include/linux/blk-mq.h,304,blk_mq_hw_ctx.nr_ctx,true,"{""file"": "".binddrift/worktrees/v6.16/include/linux/blk-mq.h"", ""gold_kind"": ""struct_field"", ""line"": ""304"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""blk_mq_hw_ctx"", ""field_name"": ""nr_ctx"", ""field_type"": ""unsigned short"", ""header_file"": "".binddrift/worktrees/v6.16/include/linux/blk-mq.h"", ""line"": 304}, ""source_table"": ""c_structs"", ""symbol"": ""blk_mq_hw_ctx.nr_ctx"", ""version"": ""v6.16""}",eb11e5e6c1b5b758ae26dbadd9aaf762d07fed54bcb8caf882cbef12196336ff,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0189,c_struct_fields,struct_field,c_structs,v6.17,latest-p016-v6.16-to-v6.17,.binddrift/worktrees/v6.17/include/drm/drm_file.h,164,drm_file.is_master,true,"{""file"": "".binddrift/worktrees/v6.17/include/drm/drm_file.h"", ""gold_kind"": ""struct_field"", ""line"": ""164"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""drm_file"", ""field_name"": ""is_master"", ""field_type"": ""bool"", ""header_file"": "".binddrift/worktrees/v6.17/include/drm/drm_file.h"", ""line"": 164}, ""source_table"": ""c_structs"", ""symbol"": ""drm_file.is_master"", ""version"": ""v6.17""}",ba19f3575e66baeca27c1e1d8f02055bb4c6644f04ef0f45a46fed045cad6e87,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0190,c_struct_fields,struct_field,c_structs,v6.18,latest-p017-v6.17-to-v6.18,.binddrift/worktrees/v6.18/include/drm/drm_device.h,72,drm_device.unplugged,true,"{""file"": "".binddrift/worktrees/v6.18/include/drm/drm_device.h"", ""gold_kind"": ""struct_field"", ""line"": ""72"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""drm_device"", ""field_name"": ""unplugged"", ""field_type"": ""bool"", ""header_file"": "".binddrift/worktrees/v6.18/include/drm/drm_device.h"", ""line"": 72}, ""source_table"": ""c_structs"", ""symbol"": ""drm_device.unplugged"", ""version"": ""v6.18""}",eec31ee2240a192a6f2befdf56898bd43d587a73952726f19f6e05da6c1dab9a,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0191,c_struct_fields,struct_field,c_structs,v6.19,latest-p018-v6.18-to-v6.19,.binddrift/worktrees/v6.19/include/linux/blk_types.h,41,block_device.bi_cookie,true,"{""file"": "".binddrift/worktrees/v6.19/include/linux/blk_types.h"", ""gold_kind"": ""struct_field"", ""line"": ""41"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""block_device"", ""field_name"": ""bi_cookie"", ""field_type"": ""blk_qc_t"", ""header_file"": "".binddrift/worktrees/v6.19/include/linux/blk_types.h"", ""line"": 41}, ""source_table"": ""c_structs"", ""symbol"": ""block_device.bi_cookie"", ""version"": ""v6.19""}",5ce283ce1b6e5b238054a9cdb8730fc2c216ff91e5a403aa0ede4f8f8121e2cb,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0192,c_struct_fields,struct_field,c_structs,v6.4,latest-p003-v6.3-to-v6.4,.binddrift/worktrees/v6.4/include/linux/sched.h,739,task_struct.latency_record_count,true,"{""file"": "".binddrift/worktrees/v6.4/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""739"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""task_struct"", ""field_name"": ""latency_record_count"", ""field_type"": ""int"", ""header_file"": "".binddrift/worktrees/v6.4/include/linux/sched.h"", ""line"": 739}, ""source_table"": ""c_structs"", ""symbol"": ""task_struct.latency_record_count"", ""version"": ""v6.4""}",fac9f571cd222ade63cbf5eb86311198354e89f99ef2474985d168147273a5b3,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0193,c_struct_fields,struct_field,c_structs,v6.5,latest-p004-v6.4-to-v6.5,.binddrift/worktrees/v6.5/include/linux/sched.h,506,sched_statistics.nr_wakeups_passive,true,"{""file"": "".binddrift/worktrees/v6.5/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""506"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""sched_statistics"", ""field_name"": ""nr_wakeups_passive"", ""field_type"": ""u64"", ""header_file"": "".binddrift/worktrees/v6.5/include/linux/sched.h"", ""line"": 506}, ""source_table"": ""c_structs"", ""symbol"": ""sched_statistics.nr_wakeups_passive"", ""version"": ""v6.5""}",2510fc1ee400bb007a6a44f6fce712574bf08e5fdfae65d9b425cd1d74b58be6,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0194,c_struct_fields,struct_field,c_structs,v6.6,latest-p005-v6.5-to-v6.6,.binddrift/worktrees/v6.6/include/linux/sched.h,743,task_struct.preempt_notifiers,true,"{""file"": "".binddrift/worktrees/v6.6/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""743"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""task_struct"", ""field_name"": ""preempt_notifiers"", ""field_type"": ""struct hlist_head"", ""header_file"": "".binddrift/worktrees/v6.6/include/linux/sched.h"", ""line"": 743}, ""source_table"": ""c_structs"", ""symbol"": ""task_struct.preempt_notifiers"", ""version"": ""v6.6""}",ee56f94802caaac2c573e7c29f9f9a37c43d995426c2df14c087f5d09f2c8a7e,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0195,c_struct_fields,struct_field,c_structs,v6.7,latest-p006-v6.6-to-v6.7,.binddrift/worktrees/v6.7/include/linux/sched.h,324,prev_cputime.utime,true,"{""file"": "".binddrift/worktrees/v6.7/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""324"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""prev_cputime"", ""field_name"": ""utime"", ""field_type"": ""u64"", ""header_file"": "".binddrift/worktrees/v6.7/include/linux/sched.h"", ""line"": 324}, ""source_table"": ""c_structs"", ""symbol"": ""prev_cputime.utime"", ""version"": ""v6.7""}",5ca9d32f295debeec87fda7d8f2bb2a201f3fc2532e5e41b8d1d6611f68abfad,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0196,c_struct_fields,struct_field,c_structs,v6.8,latest-p007-v6.7-to-v6.8,.binddrift/worktrees/v6.8/include/linux/sched.h,748,task_struct.preempt_disable_ip,true,"{""file"": "".binddrift/worktrees/v6.8/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""748"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""task_struct"", ""field_name"": ""preempt_disable_ip"", ""field_type"": ""unsigned long"", ""header_file"": "".binddrift/worktrees/v6.8/include/linux/sched.h"", ""line"": 748}, ""source_table"": ""c_structs"", ""symbol"": ""task_struct.preempt_disable_ip"", ""version"": ""v6.8""}",a068d5101270942f5aea851dcac039ebee573f85470bf1826943679a1eb12c78,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0197,c_struct_fields,struct_field,c_structs,v6.9,latest-p008-v6.8-to-v6.9,.binddrift/worktrees/v6.9/include/linux/ethtool.h,331,ethtool_eth_mac_stats.MulticastFramesXmittedOK,true,"{""file"": "".binddrift/worktrees/v6.9/include/linux/ethtool.h"", ""gold_kind"": ""struct_field"", ""line"": ""331"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""ethtool_eth_mac_stats"", ""field_name"": ""MulticastFramesXmittedOK"", ""field_type"": ""u64"", ""header_file"": "".binddrift/worktrees/v6.9/include/linux/ethtool.h"", ""line"": 331}, ""source_table"": ""c_structs"", ""symbol"": ""ethtool_eth_mac_stats.MulticastFramesXmittedOK"", ""version"": ""v6.9""}",7e2e1ac31b1cad2a6c62e1b0ccaad3c920d580ac2697283bde8dbb1949e2947e,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0198,c_struct_fields,struct_field,c_structs,v7.0,latest-p019-v6.19-to-v7.0,.binddrift/worktrees/v7.0/include/linux/blkdev.h,1172,blk_plug.cached_rqs,true,"{""file"": "".binddrift/worktrees/v7.0/include/linux/blkdev.h"", ""gold_kind"": ""struct_field"", ""line"": ""1172"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""blk_plug"", ""field_name"": ""cached_rqs"", ""field_type"": ""struct rq_list"", ""header_file"": "".binddrift/worktrees/v7.0/include/linux/blkdev.h"", ""line"": 1172}, ""source_table"": ""c_structs"", ""symbol"": ""blk_plug.cached_rqs"", ""version"": ""v7.0""}",f5a0ace2e0c93790b1240b30fb0eb58f38841473d5d0b9ca3376deba4e16d5f6,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0199,c_struct_fields,struct_field,c_structs,HEAD_9207d47f966b,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/drivers/base/base.h,93,driver_type.knode_parent,true,"{""file"": "".binddrift/worktrees/HEAD_9207d47f966b/drivers/base/base.h"", ""gold_kind"": ""struct_field"", ""line"": ""93"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""driver_type"", ""field_name"": ""knode_parent"", ""field_type"": ""struct klist_node"", ""header_file"": "".binddrift/worktrees/HEAD_9207d47f966b/drivers/base/base.h"", ""line"": 93}, ""source_table"": ""c_structs"", ""symbol"": ""driver_type.knode_parent"", ""version"": ""HEAD_9207d47f966b""}",547db17f5e79aa51e8cfb79a2915a4490e965a63b9e6986470fad45121173e3c,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_struct_fields-0200,c_struct_fields,struct_field,c_structs,v6.10,latest-p009-v6.9-to-v6.10,.binddrift/worktrees/v6.10/include/linux/sched.h,471,sched_avg.group_node,true,"{""file"": "".binddrift/worktrees/v6.10/include/linux/sched.h"", ""gold_kind"": ""struct_field"", ""line"": ""471"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_type"": ""sched_avg"", ""field_name"": ""group_node"", ""field_type"": ""struct list_head"", ""header_file"": "".binddrift/worktrees/v6.10/include/linux/sched.h"", ""line"": 471}, ""source_table"": ""c_structs"", ""symbol"": ""sched_avg.group_node"", ""version"": ""v6.10""}",40a21e8600b8dab267c334cb34a81d17e41d94cc8590b730871f754324c365bb,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_behavior_indicators-0001,c_behavior_indicators,behavior_indicator,c_behavior_indicators,HEAD_9207d47f966b,latest-p020-v7.0-to-HEAD_9207d47f966b,.binddrift/worktrees/HEAD_9207d47f966b/include/linux/acpi.h,1030,acpi_device_uevent_modalias,true,"{""file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/acpi.h"", ""gold_kind"": ""behavior_indicator"", ""line"": ""1030"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_symbol"": ""acpi_device_uevent_modalias"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/HEAD_9207d47f966b/include/linux/acpi.h"", ""evidence_line"": 1030, ""evidence_text"": ""return -ENODEV;"", ""indicator_type"": ""ERROR_CODE""}, ""source_table"": ""c_behavior_indicators"", ""symbol"": ""acpi_device_uevent_modalias"", ""version"": ""HEAD_9207d47f966b""}",fab06b7b2c0a28057449f50f4e8a438395a619644cdd0977dc72c4e58654bfae,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_behavior_indicators-0002,c_behavior_indicators,behavior_indicator,c_behavior_indicators,v6.1,latest-p001-v6.1-to-v6.2,.binddrift/worktrees/v6.1/include/linux/slab.h,432,__kmalloc_index,true,"{""file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""gold_kind"": ""behavior_indicator"", ""line"": ""432"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_symbol"": ""__kmalloc_index"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.1/include/linux/slab.h"", ""evidence_line"": 432, ""evidence_text"": ""BUILD_BUG_ON_MSG(1, \""unexpected size in kmalloc_index()\"");"", ""indicator_type"": ""ALLOC""}, ""source_table"": ""c_behavior_indicators"", ""symbol"": ""__kmalloc_index"", ""version"": ""v6.1""}",c3f7d41506eb0dce3acacf4f25f10deca20f20e513c0e586c4b38c8fa5c3562b,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
c_behavior_indicators-0003,c_behavior_indicators,behavior_indicator,c_behavior_indicators,v6.10,latest-p009-v6.9-to-v6.10,.binddrift/worktrees/v6.10/include/linux/phy.h,1807,phy_start_cable_test_tdr,true,"{""file"": "".binddrift/worktrees/v6.10/include/linux/phy.h"", ""gold_kind"": ""behavior_indicator"", ""line"": ""1807"", ""source_basis"": ""independent source/evidence packet"", ""source_fields"": {""c_symbol"": ""phy_start_cable_test_tdr"", ""confidence"": 0.7, ""evidence_file"": "".binddrift/worktrees/v6.10/include/linux/phy.h"", ""evidence_line"": 1807, ""evidence_text"": ""return -EOPNOTSUPP;"", ""indicator_type"": ""ERROR_CODE""}, ""source_table"": ""c_behavior_indicators"", ""symbol"": ""phy_start_cable_test_tdr"", ""version"": ""v6.10""}",7a75bd510141e11096f81088a313f49ec18117681a0046beed9a7e307d37e967,SHOULD_EXTRACT,reviewed source/evidence packet independent of extractor output; rank/score/ranker blinded,SHOULD_EXTRACT,independent source/evidence packet review; rank/score/ranker blinded,SHOULD_EXTRACT,adjudicated independent source/evidence gold fact for recall audit
